EmployeeID,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerChangesLast2Yrs,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear
101207,1,9,5,4,2,1.0,4,11,6
101208,5,12,7,6,2,1.0,5,16,2
101209,5,9,7,3,1,0.0,3,18,2
101210,1,3,1,0,2,1.0,6,4,6
101211,5,12,6,4,4,0.0,2,23,2
101212,1,17,13,0,6,1.0,6,21,4
101213,3,3,0,0,0,1.0,0,7,5
101214,4,0,0,0,0,1.0,6,6,3
101215,1,5,2,1,2,2.0,0,8,1
101216,1,18,11,2,5,1.0,0,31,1
101217,5,10,8,0,6,0.0,1,20,3
101218,1,9,3,3,6,1.0,1,14,5
101219,2,13,11,7,5,0.0,3,21,6
101220,2,11,10,1,6,0.0,0,14,1
101221,3,7,4,2,3,1.0,3,17,5
101222,1,6,5,0,1,0.0,1,19,6
101223,5,1,0,0,0,3.0,3,6,6
101224,5,4,3,0,3,1.0,3,16,6
101225,4,3,1,1,2,0.0,8,14,1
101226,3,9,4,1,3,2.0,8,17,2
101227,5,3,1,1,2,0.0,0,12,2
101228,4,0,0,0,0,0.0,4,11,0
101229,5,0,0,0,0,1.0,6,0,0
101230,4,5,4,0,2,1.0,3,12,1
101231,2,3,2,0,2,0.0,4,3,2
101232,2,2,0,1,1,2.0,1,5,5
101233,5,0,0,0,0,0.0,2,2,0
101234,3,3,2,0,0,2.0,6,6,0
101235,1,0,0,0,0,0.0,9,13,2
101236,3,2,0,0,1,0.0,6,8,5
101237,3,2,1,1,0,0.0,3,14,0
101238,1,3,1,0,2,1.0,0,16,3
101239,2,3,1,1,1,1.0,0,11,6
101240,2,1,0,0,0,0.0,3,9,5
101241,1,9,6,2,4,0.0,3,18,3
101242,4,2,0,0,0,0.0,5,2,2
101243,3,1,0,0,0,0.0,6,15,2
101244,5,0,0,0,0,0.0,8,9,0
101245,2,1,0,0,0,1.0,8,1,1
101246,5,0,0,0,0,2.0,9,8,4
101247,1,0,0,0,0,1.0,4,3,3
101248,5,4,2,2,1,1.0,9,15,3
101249,5,4,1,2,3,0.0,2,16,5
101250,3,3,1,1,0,0.0,2,16,5
101251,1,7,2,4,5,3.0,5,9,2
101252,5,0,0,0,0,0.0,0,12,6
101253,2,13,10,3,12,3.0,6,21,1
101254,1,0,0,0,0,0.0,2,4,2
101255,2,5,3,2,0,1.0,4,16,0
101256,4,0,0,0,0,1.0,6,5,1
101257,5,10,7,2,8,1.0,6,10,0
101258,1,3,1,0,1,1.0,8,3,3
101259,2,0,0,0,0,1.0,0,12,2
101260,5,4,3,2,3,2.0,2,17,5
101261,3,0,0,0,0,1.0,8,6,2
101262,2,7,3,0,5,0.0,7,16,4
101263,2,5,3,0,1,0.0,1,19,1
101264,4,1,0,0,0,1.0,7,8,6
101265,3,2,1,0,1,0.0,7,12,3
101266,4,0,0,0,0,2.0,1,7,4
101267,3,5,1,2,1,2.0,7,18,4
101268,2,1,0,0,0,1.0,2,13,2
101269,4,4,1,0,3,1.0,6,10,1
101270,5,15,4,8,3,1.0,8,27,2
101271,3,1,0,0,0,,3,11,1
101272,2,23,19,1,12,0.0,5,31,4
101273,1,5,4,1,3,0.0,8,5,0
101274,3,1,0,0,0,1.0,4,2,3
101275,3,2,0,1,0,0.0,0,14,4
101276,5,6,3,3,2,0.0,2,8,2
101277,3,2,0,0,1,1.0,8,14,6
101278,3,0,0,0,0,1.0,2,11,6
101279,5,0,0,0,0,0.0,9,12,3
101280,5,7,1,3,4,1.0,1,11,4
101281,4,5,3,2,3,0.0,3,8,1
101282,2,4,2,0,1,0.0,4,7,6
101283,2,0,0,0,0,0.0,6,14,2
101284,4,9,8,5,6,1.0,6,16,6
101285,2,16,6,8,2,1.0,8,23,4
101286,3,0,0,0,0,0.0,7,10,1
101287,4,0,0,0,0,0.0,1,6,1
101288,4,10,4,3,2,1.0,7,10,1
101289,2,8,2,0,1,0.0,7,17,6
101290,1,4,3,0,1,1.0,4,18,3
101291,2,14,5,1,13,1.0,2,17,2
101292,1,5,4,0,2,0.0,8,5,1
101293,4,1,0,0,0,2.0,6,11,4
101294,1,6,2,1,4,1.0,0,19,1
101295,3,5,2,1,1,1.0,7,9,2
101296,5,21,17,6,8,,9,23,5
101297,1,1,0,0,0,0.0,4,3,5
101298,5,4,3,1,2,0.0,5,7,3
101299,3,7,5,1,1,0.0,8,8,1
101300,5,2,1,0,1,0.0,9,8,4
101301,3,2,1,1,1,0.0,7,13,2
101302,5,10,2,2,5,1.0,2,22,6
101303,5,2,1,0,1,1.0,4,5,1
101304,2,4,3,0,0,4.0,3,8,6
101305,1,11,10,5,5,2.0,0,22,3
101306,5,1,0,0,0,0.0,4,14,0
101307,4,20,13,2,12,0.0,9,21,5
101308,2,6,2,2,2,1.0,6,11,4
101309,1,3,1,0,1,1.0,0,11,5
101310,2,2,1,1,0,1.0,3,9,1
101311,1,15,14,3,5,1.0,5,22,1
101312,3,1,0,0,0,0.0,8,2,0
101313,5,1,0,0,0,0.0,7,15,2
101314,4,1,0,0,0,0.0,1,4,6
101315,2,1,0,0,0,0.0,2,8,6
101316,2,3,2,1,1,1.0,9,13,6
101317,2,22,11,2,12,1.0,4,22,0
101318,2,10,9,3,8,0.0,6,17,6
101319,5,1,0,0,0,1.0,2,3,2
101320,1,2,1,0,0,0.0,6,9,1
101321,5,5,3,1,2,0.0,4,10,0
101322,3,0,0,0,0,0.0,9,6,5
101323,5,8,7,2,4,0.0,5,9,6
101324,5,10,5,1,8,0.0,5,24,5
101325,3,9,4,2,7,0.0,3,9,6
101326,5,2,1,0,1,1.0,7,7,1
101327,1,3,1,0,2,0.0,8,14,0
101328,4,0,0,0,0,2.0,1,2,1
101329,3,2,0,0,1,1.0,8,5,5
101330,2,3,1,0,1,0.0,3,15,5
101331,1,11,10,2,8,2.0,5,25,1
101332,4,11,9,3,5,1.0,6,19,6
101333,1,16,8,6,3,,3,18,1
101334,1,10,7,2,8,0.0,7,11,3
101335,2,0,0,0,0,0.0,9,1,0
101336,4,5,1,2,4,1.0,7,6,3
101337,1,0,0,0,0,1.0,0,5,1
101338,2,1,0,0,0,0.0,7,2,4
101339,3,4,1,1,0,1.0,9,14,5
101340,2,6,2,1,4,0.0,2,12,2
101341,5,5,4,0,0,0.0,4,11,0
101342,2,0,0,0,0,1.0,9,6,0
101343,2,0,0,0,0,0.0,7,13,5
101344,2,0,0,0,0,1.0,5,12,2
101345,1,0,0,0,0,0.0,3,1,3
101346,4,0,0,0,0,0.0,3,6,2
101347,2,5,2,0,1,1.0,3,14,4
101348,2,8,2,3,5,1.0,5,15,1
101349,5,2,0,0,0,0.0,6,9,2
101350,5,5,4,1,1,0.0,4,18,6
101351,3,1,0,0,0,0.0,9,2,2
101352,3,18,4,3,13,1.0,7,22,1
101353,5,2,1,0,0,1.0,6,15,5
101354,4,9,8,0,8,0.0,7,14,0
101355,3,14,7,1,2,0.0,3,22,5
101356,4,10,2,0,4,3.0,7,15,6
101357,5,0,0,0,0,1.0,5,9,4
101358,3,5,4,0,3,2.0,2,10,5
101359,2,0,0,0,0,0.0,7,9,2
101360,5,0,0,0,0,1.0,6,9,2
101361,3,0,0,0,0,0.0,9,14,0
101362,4,12,11,3,11,2.0,4,17,4
101363,4,11,9,0,3,0.0,3,19,1
101364,3,1,0,0,0,1.0,0,10,1
101365,4,3,1,0,2,0.0,9,9,3
101366,3,15,10,6,12,1.0,2,15,4
101367,3,3,0,1,1,1.0,1,3,4
101368,4,2,0,0,1,2.0,7,15,2
101369,1,3,1,0,0,2.0,7,6,3
101370,2,7,4,2,5,1.0,4,21,1
101371,5,3,1,0,1,0.0,4,14,6
101372,2,7,5,2,1,1.0,3,8,4
101373,5,2,1,0,0,1.0,0,4,4
101374,5,1,0,0,0,0.0,0,12,0
101375,2,1,0,0,0,0.0,5,7,1
101376,3,0,0,0,0,1.0,3,13,0
101377,4,3,1,1,2,1.0,3,9,3
101378,1,0,0,0,0,0.0,2,13,4
101379,1,8,1,3,5,0.0,8,19,3
101380,1,2,1,0,0,1.0,2,4,5
101381,2,7,1,3,4,1.0,7,19,0
101382,2,15,6,1,2,0.0,1,16,1
101383,3,9,5,2,3,0.0,3,23,4
101384,1,15,9,7,9,2.0,0,27,5
101385,3,4,2,0,3,1.0,4,16,5
101386,1,0,0,0,0,0.0,1,0,1
101387,2,13,4,5,12,0.0,0,21,3
101388,4,10,3,2,8,1.0,0,19,5
101389,4,9,8,2,2,0.0,1,11,2
101390,4,5,2,2,2,0.0,4,13,1
101391,4,4,1,0,2,0.0,8,18,5
101392,5,0,0,0,0,0.0,5,14,1
101393,1,6,1,2,5,0.0,3,9,1
101394,4,0,0,0,0,0.0,2,14,4
101395,5,1,0,0,0,1.0,7,10,3
101396,5,4,3,1,3,0.0,2,9,3
101397,5,3,2,1,1,0.0,0,15,4
101398,3,0,0,0,0,1.0,3,6,1
101399,3,8,4,3,5,,4,17,1
101400,5,10,2,0,8,2.0,4,23,2
101401,4,5,1,1,4,0.0,4,10,5
101402,1,3,1,1,1,0.0,7,3,1
101403,2,16,6,5,13,1.0,7,21,5
101404,3,0,0,0,0,1.0,3,10,0
101405,4,6,4,0,3,0.0,8,19,5
101406,4,0,0,0,0,1.0,0,5,1
101407,2,2,1,0,1,0.0,4,6,2
101408,2,4,0,0,2,0.0,4,6,0
101409,4,6,2,1,3,0.0,4,15,2
101410,2,0,0,0,0,1.0,7,2,5
101411,4,1,0,0,0,1.0,8,11,2
101412,2,3,0,0,0,0.0,2,12,5
101413,2,3,0,0,1,3.0,8,15,3
101414,4,5,3,1,3,0.0,7,11,5
101415,5,1,0,0,0,2.0,2,8,4
101416,4,3,2,1,2,0.0,1,16,2
101417,1,1,0,0,0,1.0,3,3,1
101418,2,1,0,0,0,0.0,1,3,3
101419,3,4,2,2,3,0.0,3,10,6
101420,2,5,3,0,0,1.0,4,14,0
101421,1,0,0,0,0,0.0,1,11,5
101422,3,0,0,0,0,2.0,7,6,4
101423,3,4,2,0,0,0.0,0,14,3
101424,4,1,0,0,0,1.0,2,9,2
101425,5,2,0,0,0,0.0,6,15,6
101426,4,2,0,0,1,0.0,9,7,6
101427,3,0,0,0,0,1.0,0,14,3
101428,3,0,0,0,0,0.0,1,12,1
101429,5,9,4,0,8,0.0,2,15,1
101430,2,6,3,1,4,0.0,1,16,1
101431,5,5,4,0,1,2.0,1,14,4
101432,4,3,1,0,1,0.0,5,3,6
101433,2,6,1,2,4,0.0,6,12,3
101434,4,13,6,4,11,1.0,5,14,3
101435,5,5,3,1,2,0.0,5,11,6
101436,2,1,0,0,0,0.0,8,3,2
101437,5,4,2,1,2,0.0,7,12,0
101438,1,2,1,0,1,0.0,7,14,1
101439,3,4,3,0,3,0.0,5,8,0
101440,2,3,0,1,0,0.0,4,9,6
101441,3,9,7,4,2,0.0,8,16,6
101442,1,5,1,1,2,1.0,1,17,0
101443,2,1,0,0,0,0.0,6,12,1
101444,3,0,0,0,0,2.0,5,1,1
101445,3,2,1,0,1,1.0,6,12,2
101446,2,0,0,0,0,2.0,3,0,4
101447,3,1,0,0,0,0.0,8,7,1
101448,3,2,0,0,0,0.0,6,16,0
101449,2,2,1,0,0,1.0,1,7,6
101450,3,19,8,10,9,1.0,3,24,2
101451,3,1,0,0,0,0.0,4,2,3
101452,4,1,0,0,0,1.0,1,3,6
101453,4,0,0,0,0,,9,3,2
101454,1,3,2,1,1,0.0,7,5,1
101455,4,0,0,0,0,1.0,0,1,6
101456,4,4,2,1,0,1.0,2,6,5
101457,1,0,0,0,0,2.0,0,13,1
101458,3,4,0,0,2,0.0,4,9,4
101459,3,8,7,4,6,0.0,7,16,2
101460,4,0,0,0,0,,6,3,1
101461,1,2,0,0,1,0.0,8,7,0
101462,3,3,2,0,1,0.0,1,3,0
101463,5,7,5,-1,5,1.0,7,18,2
101464,2,3,0,0,2,0.0,7,8,6
101465,2,4,1,1,2,0.0,5,15,4
101466,2,7,5,0,4,0.0,2,9,5
101467,4,4,1,2,1,0.0,1,12,2
101468,2,2,1,0,1,0.0,7,5,4
101469,2,0,0,0,0,2.0,5,6,0
101470,5,6,2,0,3,0.0,3,9,1
101471,3,10,4,5,1,1.0,4,20,3
101472,5,17,10,7,9,0.0,4,22,1
101473,4,13,6,5,9,2.0,8,26,0
101474,2,7,5,-1,4,2.0,8,13,5
101475,3,5,4,2,2,1.0,7,6,6
101476,2,7,4,3,2,0.0,7,16,0
101477,2,2,1,0,0,0.0,1,7,1
101478,4,4,1,2,2,1.0,2,11,1
101479,2,2,1,0,0,,7,16,5
101480,1,1,0,0,0,0.0,4,13,5
101481,3,7,5,3,4,0.0,6,19,0
101482,3,3,0,1,2,2.0,7,17,1
101483,1,1,0,0,0,2.0,5,12,6
101484,4,1,0,0,0,1.0,4,6,3
101485,2,9,7,3,4,0.0,7,10,3
101486,2,5,4,1,2,0.0,0,8,2
101487,3,3,2,0,0,1.0,0,3,3
101488,4,2,1,1,1,1.0,0,16,0
101489,4,2,1,0,1,0.0,2,8,0
101490,4,0,0,0,0,0.0,9,7,2
101491,2,3,2,1,1,0.0,5,12,6
101492,4,7,1,2,6,0.0,5,8,4
101493,1,2,1,0,0,1.0,4,11,6
101494,5,2,0,0,0,1.0,6,16,2
101495,4,0,0,0,0,1.0,4,4,4
101496,5,3,1,0,1,2.0,1,13,4
101497,2,0,0,0,0,0.0,3,7,1
101498,4,4,2,0,1,2.0,0,14,5
101499,3,3,2,0,0,0.0,6,10,3
