EmployeeID,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime
EMP-100908,5178.0,15,1,3,2,2,4,4,2,yes
EMP-100909,21777.0,12,3,3,3,3,1,3,4,No
EMP-100910,6881.0,14,0,3,4,4,2,4,4,Yes
EMP-100911,18500.0,19,2,3,4,1,1,3,2,N
EMP-100912,18969.0,21,3,3,1,1,3,2,1,N
EMP-100913,18958.0,13,1,4,2,1,1,4,4,Y
EMP-100914,9494.0,25,2,3,2,1,4,3,2,N
EMP-100915,17591.0,18,2,3,3,1,4,4,1,N
EMP-100916,14210.0,20,0,3,1,1,2,2,2,TRUE
EMP-100917,18188.0,23,1,3,1,3,3,2,2,FALSE
EMP-100918,19097.0,16,1,3,1,3,4,2,1,no
EMP-100920,10563.0,15,2,3,2,2,2,4,4,yes
EMP-100921,11703.0,12,1,3,3,4,4,3,3,No
EMP-100922,15835.0,21,3,4,3,4,4,2,3,No
EMP-100923,18786.0,23,1,3,3,1,3,3,2,FALSE
EMP-100924,14101.0,13,2,3,1,1,2,4,3,Y
EMP-100925,20297.0,18,1,3,2,3,2,1,3,TRUE
EMP-100926,19202.0,25,1,3,2,4,2,2,3,FALSE
EMP-100927,20923.0,22,2,3,4,2,3,3,4,TRUE
EMP-100928,16771.0,22,1,3,4,2,2,2,4,Y
EMP-100929,10948.0,19,0,3,4,3,1,3,3,yes
EMP-100930,17787.0,21,2,3,3,1,1,3,1,No
EMP-100931,20563.0,21,1,3,3,4,2,1,1,Yes
EMP-100932,17215.0,17,0,3,2,2,1,4,1,yes
EMP-100933,22195.0,11,3,3,4,1,1,2,4,N
EMP-100934,6782.0,22,2,3,3,4,3,4,4,Yes
EMP-100935,5041.0,22,1,3,4,2,2,3,4,no
EMP-100936,13343.0,23,2,3,4,1,3,4,4,No
EMP-100937,10694.0,23,0,3,2,2,2,1,3,N
EMP-100938,5275.0,16,2,4,2,1,4,4,4,N
EMP-100939,17851.0,17,3,3,3,1,1,3,3,No
EMP-100940,14920.0,22,1,3,2,1,3,3,1,FALSE
EMP-100941,17097.0,16,3,3,4,4,3,1,3,No
EMP-100942,13503.0,20,0,3,2,3,4,2,1,No
EMP-100943,16017.0,21,2,3,4,1,4,1,4,Y
EMP-100944,7883.0,23,1,3,4,1,1,2,1,FALSE
EMP-100945,15753.0,12,1,3,3,2,1,3,1,No
EMP-100946,6592.0,23,0,3,3,2,2,4,3,FALSE
EMP-100947,7235.0,19,0,3,3,4,2,3,1,No
EMP-100948,11699.0,13,2,3,4,3,4,1,2,Yes
EMP-100949,13636.0,16,1,3,2,2,1,1,1,No
EMP-100950,19827.0,16,0,3,3,4,1,4,4,FALSE
EMP-100951,7738.0,18,1,3,3,4,4,1,1,Y
EMP-100952,12685.0,23,2,3,2,4,4,3,2,FALSE
EMP-100953,21957.0,14,3,3,2,1,3,4,3,N
EMP-100954,16356.0,25,0,3,3,3,4,2,1,No
EMP-100955,13383.0,16,2,3,4,3,3,1,2,yes
EMP-100956,14060.0,11,3,3,4,3,2,2,4,N
EMP-100957,11475.0,19,2,3,3,1,4,4,4,Yes
EMP-100958,16569.0,22,0,3,2,1,4,1,3,no
EMP-100959,18351.0,19,2,3,4,2,4,4,4,Y
EMP-100960,12575.0,17,1,4,2,2,3,1,2,No
EMP-100961,11029.0,21,0,3,1,2,4,1,1,no
EMP-100962,6059.0,23,1,3,2,4,4,1,2,Y
EMP-100963,16627.0,11,2,3,2,3,1,4,3,No
EMP-100964,9533.0,13,0,3,1,1,1,4,1,FALSE
EMP-100965,15402.0,22,1,3,4,2,1,3,2,No
EMP-100966,15352.0,15,1,3,4,4,4,3,3,no
EMP-100967,9721.0,14,1,3,4,1,1,4,3,N
EMP-100968,21130.0,15,3,3,3,4,2,4,1,TRUE
EMP-100969,7424.0,17,1,3,1,4,1,1,1,N
EMP-100970,8013.0,19,1,3,2,4,4,3,4,No
EMP-100971,16324.0,11,2,3,1,3,1,3,4,No
EMP-100972,6904.0,15,2,3,1,1,1,4,1,no
EMP-100973,16229.0,13,2,3,1,1,1,3,4,Yes
EMP-100974,10371.0,13,2,3,1,4,2,4,1,FALSE
EMP-100975,10695.0,21,3,3,1,3,2,3,4,No
EMP-100976,13407.0,12,2,3,1,4,3,2,2,no
EMP-100977,10187.0,16,2,4,3,2,4,2,3,FALSE
EMP-100978,16931.0,24,2,3,1,1,2,3,1,no
EMP-100979,22262.0,16,1,3,1,1,2,4,1,No
EMP-100980,16189.0,13,3,3,4,3,2,2,1,FALSE
EMP-100981,18342.0,11,2,3,1,1,4,1,2,No
EMP-100982,14055.0,17,1,3,1,1,3,4,3,no
EMP-100983,19765.0,12,0,3,4,1,4,2,4,No
EMP-100984,7950.0,18,3,3,4,3,1,1,4,Yes
EMP-100985,15313.0,13,2,3,4,4,3,2,3,no
EMP-100986,8192.0,11,1,4,2,1,1,2,4,N
EMP-100987,10452.0,20,0,4,1,4,2,1,1,Y
EMP-100988,6846.0,19,0,3,1,3,4,1,3,FALSE
EMP-100989,15650.0,15,1,3,1,4,1,3,2,no
EMP-100990,16983.0,11,1,3,4,2,3,2,3,FALSE
EMP-100991,17365.0,20,3,3,3,1,1,1,1,N
EMP-100992,10979.0,21,1,3,1,3,1,3,3,N
EMP-100993,15645.0,16,2,3,4,3,2,1,2,Y
EMP-100994,6540.0,20,0,3,4,4,1,3,2,No
EMP-100995,17904.0,13,2,3,4,1,1,3,3,N
EMP-100996,14695.0,21,2,3,2,3,2,1,3,No
EMP-100997,18725.0,25,2,3,4,2,3,1,4,TRUE
EMP-100998,19601.0,14,0,4,3,4,2,2,4,No
EMP-100999,13741.0,18,0,3,2,2,1,2,1,N
EMP-101000,16530.0,25,0,3,4,2,4,3,4,no
EMP-101001,12935.0,15,1,3,3,4,2,1,1,N
EMP-101002,9303.0,22,2,3,3,2,2,2,1,no
EMP-101003,9009.0,16,3,3,1,4,1,3,3,FALSE
EMP-101004,7010.0,20,1,3,4,4,4,2,4,No
EMP-101005,21065.0,14,1,3,4,3,3,3,2,N
EMP-101006,13894.0,16,3,3,1,3,4,2,2,TRUE
EMP-101007,17230.0,13,2,3,3,2,2,1,3,no
EMP-101008,19832.0,20,3,3,4,2,4,4,2,FALSE
EMP-101009,19005.0,22,0,3,1,2,3,4,2,FALSE
EMP-101010,10828.0,11,2,3,1,2,4,3,3,no
EMP-101011,10419.0,16,1,4,3,2,4,4,2,Y
EMP-101012,14385.0,24,0,3,3,3,4,4,3,N
EMP-101013,23574.0,23,0,3,4,2,2,3,1,yes
EMP-101014,10597.0,11,1,3,4,2,1,4,4,yes
EMP-101015,9534.0,20,3,3,2,1,1,2,2,FALSE
EMP-101016,,22,0,3,3,4,4,2,3,No
EMP-101017,7356.0,13,0,3,2,4,2,2,2,Y
EMP-101018,21212.0,22,2,3,2,3,2,1,4,no
EMP-101019,11579.0,18,2,3,1,4,2,2,2,No
EMP-101020,10137.0,17,1,3,1,2,1,4,1,Yes
EMP-101021,11445.0,18,1,3,4,4,2,4,3,No
EMP-101022,18094.0,20,1,4,3,3,4,2,4,N
EMP-101023,22453.0,20,3,3,3,4,1,1,1,yes
EMP-101024,15966.0,12,0,3,2,4,2,2,2,N
EMP-101025,12540.0,20,1,3,2,1,4,1,2,No
EMP-101026,7600.0,17,2,3,4,1,1,1,2,N
EMP-101027,17238.0,24,0,3,1,2,2,2,4,N
EMP-101028,21236.0,14,1,3,3,4,3,1,3,N
EMP-101029,11387.0,11,0,3,3,2,4,4,4,N
EMP-101030,16385.0,21,0,3,3,4,3,2,1,No
EMP-101031,18050.0,13,0,3,3,2,1,4,3,TRUE
EMP-101032,6035.0,15,1,3,1,2,2,1,4,no
EMP-101033,18671.0,24,0,3,4,4,4,3,2,N
EMP-101034,14898.0,20,0,3,4,1,4,2,1,N
EMP-101035,14768.0,18,0,3,1,3,4,3,2,yes
EMP-101036,9513.0,12,2,3,4,2,3,3,4,FALSE
EMP-101037,6755.0,12,1,3,4,3,2,3,1,FALSE
EMP-101038,12711.0,18,3,3,2,4,2,3,3,FALSE
EMP-101039,16952.0,24,2,3,1,2,2,4,3,N
EMP-101040,9715.0,19,0,3,4,4,3,2,4,N
EMP-101041,19504.0,20,0,3,2,2,1,4,4,FALSE
EMP-101043,9394.0,23,3,3,1,2,1,2,3,Yes
EMP-101044,17364.0,11,2,3,3,2,3,2,4,No
EMP-101045,10979.0,24,0,4,2,2,2,4,3,TRUE
EMP-101046,16295.0,12,3,3,2,4,2,1,1,No
EMP-101047,19925.0,25,2,3,2,1,2,3,4,N
EMP-101048,8413.0,14,3,3,1,4,3,1,1,TRUE
EMP-101049,15177.0,22,0,3,3,3,4,4,2,no
EMP-101050,15349.0,13,0,3,1,1,3,4,1,FALSE
EMP-101051,7587.0,11,0,3,4,2,1,4,4,N
EMP-101052,6888.0,14,0,3,4,2,3,3,2,N
EMP-101053,11301.0,21,1,3,4,2,1,2,3,N
EMP-101054,6592.0,23,1,3,3,3,3,1,1,No
EMP-101055,18593.0,21,1,3,1,3,4,1,1,no
EMP-101056,11943.0,12,2,4,2,2,4,3,4,FALSE
EMP-101057,8644.0,20,2,3,4,2,2,4,3,TRUE
EMP-101058,10828.0,15,3,4,4,3,4,1,4,yes
EMP-101059,25223.0,11,3,3,1,4,3,2,3,Y
EMP-101060,7030.0,24,2,3,2,1,4,1,4,No
EMP-101061,7095.0,18,3,4,3,1,2,4,3,FALSE
EMP-101062,10537.0,20,2,4,4,3,3,1,2,no
EMP-101063,,12,1,3,4,3,1,4,4,N
EMP-101064,9422.0,21,2,4,4,4,3,2,2,No
EMP-101065,6325.0,13,2,3,2,2,2,3,4,No
EMP-101066,18132.0,13,3,3,4,3,4,4,4,N
EMP-101067,14625.0,14,3,3,2,4,4,4,4,no
EMP-101068,5528.0,17,2,3,4,3,3,1,1,Yes
EMP-101069,8956.0,23,0,3,4,2,1,3,4,N
EMP-101070,11922.0,19,3,3,2,3,1,4,3,no
EMP-101071,20346.0,13,2,4,2,2,1,1,1,no
EMP-101072,13630.0,11,3,3,3,4,1,2,3,No
EMP-101073,9619.0,25,0,4,1,1,3,3,3,No
EMP-101074,12189.0,21,3,3,4,4,4,1,3,No
EMP-101075,9469.0,20,2,3,4,1,1,3,3,FALSE
EMP-101076,6813.0,25,2,3,1,4,3,4,3,TRUE
EMP-101077,13196.0,11,0,3,1,1,3,1,2,no
EMP-101078,17965.0,22,2,3,1,4,3,2,1,No
EMP-101079,13768.0,21,0,3,4,2,1,2,3,No
EMP-101080,19556.0,16,2,3,4,1,1,1,2,Yes
EMP-101081,17358.0,15,2,3,4,1,3,1,2,N
EMP-101082,12981.0,20,3,3,2,2,3,3,3,FALSE
EMP-101083,8371.0,17,3,3,3,2,3,1,4,yes
EMP-101084,21268.0,17,0,3,3,1,4,3,3,N
EMP-101085,10659.0,13,3,3,1,1,4,4,2,N
EMP-101086,9603.0,17,1,3,1,1,2,1,3,N
EMP-101087,10359.0,19,0,3,4,3,2,4,2,Yes
EMP-101088,10565.0,18,1,4,3,4,1,2,3,No
EMP-101089,8947.0,13,0,3,3,2,4,3,2,Y
EMP-101090,17472.0,20,1,3,2,2,2,3,3,no
EMP-101091,9982.0,15,3,3,4,4,3,2,4,FALSE
EMP-101092,20097.0,23,3,4,4,2,3,4,4,Y
EMP-101093,15614.0,23,2,3,3,2,1,3,2,N
EMP-101094,7288.0,24,1,3,3,1,1,2,4,No
EMP-101095,8773.0,18,2,3,2,2,2,2,4,FALSE
EMP-101096,5680.0,12,0,3,2,3,3,2,1,N
EMP-101097,7471.0,24,1,3,4,3,1,1,3,N
EMP-101098,14306.0,24,2,3,2,1,1,4,3,Y
EMP-101099,21433.0,17,0,3,3,1,4,2,4,yes
EMP-101100,6098.0,21,1,3,4,2,2,4,4,FALSE
EMP-101101,14490.0,20,2,3,3,1,1,3,2,Y
EMP-101102,14776.0,20,1,3,4,1,2,1,3,Yes
EMP-101103,17258.0,17,1,3,4,4,3,2,1,No
EMP-101104,15177.0,21,2,3,3,1,2,2,1,yes
EMP-101105,16159.0,22,3,4,4,3,1,2,4,Yes
EMP-101106,19405.0,24,3,3,4,2,4,3,2,FALSE
EMP-101107,8467.0,23,2,3,2,1,2,1,2,TRUE
EMP-101108,6220.0,18,0,4,3,4,2,4,3,no
EMP-101109,15561.0,11,2,3,3,2,3,4,4,yes
EMP-101110,17080.0,18,2,3,2,2,4,4,4,No
EMP-101111,6937.0,24,1,3,4,2,2,4,2,No
EMP-101112,8684.0,11,3,3,1,4,4,4,1,FALSE
EMP-101113,9840.0,13,3,3,1,3,1,4,1,TRUE
EMP-101114,6203.0,19,3,3,3,4,4,4,3,N
EMP-101115,19823.0,14,3,3,2,4,1,1,4,no
EMP-101116,10504.0,20,2,3,4,2,3,1,4,yes
EMP-101117,18578.0,23,1,4,2,4,3,3,1,Yes
EMP-101118,17381.0,19,3,3,4,2,3,2,4,no
EMP-101119,12502.0,11,3,3,3,1,1,1,4,FALSE
EMP-101120,8625.0,18,1,3,3,1,2,2,2,No
EMP-101121,10159.0,13,2,4,1,4,1,3,3,FALSE
EMP-101122,14198.0,21,2,3,2,3,4,1,3,Yes
EMP-101123,20624.0,17,2,3,3,2,4,3,3,FALSE
EMP-101124,18177.0,12,3,3,2,4,1,1,2,N
EMP-101125,17519.0,23,3,3,3,4,3,1,3,N
EMP-101126,16556.0,17,3,3,4,3,3,4,3,yes
EMP-101127,18355.0,17,2,3,4,2,4,2,1,yes
EMP-101128,5941.0,19,3,3,1,4,4,3,1,FALSE
EMP-101129,17457.0,12,0,3,3,3,2,4,3,No
EMP-101130,,18,1,3,1,2,2,1,2,FALSE
EMP-101131,18546.0,15,0,3,1,1,2,1,2,FALSE
EMP-101132,12534.0,20,0,3,3,3,4,3,2,Y
EMP-101133,13306.0,19,3,3,3,4,2,2,4,No
EMP-101134,8814.0,18,1,3,4,1,4,3,4,no
EMP-101135,5999.0,13,0,3,1,2,4,1,2,FALSE
EMP-101136,18234.0,13,2,3,4,3,1,4,1,N
EMP-101137,14508.0,21,2,3,2,1,2,3,4,Y
EMP-101138,11365.0,22,2,3,2,1,1,4,2,Y
EMP-101139,12763.0,20,2,4,1,4,1,2,4,no
EMP-101140,,18,1,3,1,1,2,2,4,No
EMP-101141,11347.0,19,2,3,3,4,4,4,4,yes
EMP-101142,16569.0,12,1,3,3,2,4,2,4,No
EMP-101143,8654.0,13,1,3,1,4,4,4,2,FALSE
EMP-101144,9911.0,24,1,3,1,3,2,4,4,No
EMP-101145,9979.0,24,1,3,2,1,4,4,3,Yes
EMP-101146,6833.0,18,3,3,4,2,1,2,2,yes
EMP-101147,10333.0,12,0,3,2,4,3,4,2,Y
EMP-101148,7424.0,18,3,3,2,4,2,2,2,FALSE
EMP-101149,15121.0,15,0,4,4,4,3,4,4,Yes
EMP-101150,18588.0,16,3,3,1,2,1,4,2,No
EMP-101152,11474.0,20,1,3,2,3,1,4,3,no
EMP-101153,5700.0,25,2,3,2,2,3,4,1,No
EMP-101154,9395.0,22,2,3,4,4,3,2,3,Yes
EMP-101155,19512.0,14,2,3,3,2,4,1,3,no
EMP-101156,,13,3,4,3,4,3,3,4,FALSE
EMP-101157,11700.0,18,2,3,1,3,1,2,3,N
EMP-101158,10850.0,19,1,3,3,3,1,4,3,no
EMP-101159,15007.0,25,1,3,1,4,1,3,1,no
EMP-101160,12719.0,23,0,3,1,2,2,3,3,FALSE
EMP-101161,19486.0,25,3,3,1,2,1,4,2,No
EMP-101162,18436.0,18,1,3,4,1,2,4,2,FALSE
EMP-101163,12747.0,19,1,3,2,3,1,1,3,yes
EMP-101164,9021.0,11,3,3,3,3,2,4,2,N
EMP-101165,6454.0,15,2,3,4,4,3,3,4,No
EMP-101166,14345.0,22,1,3,3,1,3,4,2,FALSE
EMP-101167,6654.0,17,2,3,4,2,1,3,4,Y
EMP-101168,18307.0,18,1,4,3,4,2,2,3,N
EMP-101169,10081.0,24,0,3,3,2,4,2,4,No
EMP-101170,14386.0,21,2,3,2,2,4,3,4,FALSE
EMP-101171,13936.0,12,1,3,3,2,4,2,3,no
EMP-101172,11393.0,22,3,3,4,1,3,1,3,FALSE
EMP-101173,7469.0,21,3,3,3,3,3,3,4,No
EMP-101174,8862.0,24,3,3,2,3,2,3,1,no
EMP-101175,11040.0,14,1,3,3,2,1,4,3,no
EMP-101176,20337.0,17,2,3,4,1,3,1,3,no
EMP-101177,14788.0,15,0,3,3,2,1,4,1,Y
EMP-101178,17668.0,11,0,4,2,2,4,1,2,no
EMP-101179,13620.0,23,1,3,2,4,4,1,1,No
EMP-101180,6746.0,24,1,3,2,1,1,1,2,FALSE
EMP-101181,18486.0,12,1,3,2,1,2,3,1,FALSE
EMP-101182,19739.0,15,2,3,1,3,4,2,4,FALSE
EMP-101183,14690.0,16,3,3,2,3,2,2,3,FALSE
EMP-101184,13362.0,11,2,3,3,2,4,4,1,FALSE
EMP-101185,6999.0,22,2,3,3,4,3,4,3,no
EMP-101186,10455.0,13,1,3,3,4,4,2,2,no
EMP-101187,18492.0,16,0,4,3,4,2,2,4,FALSE
EMP-101188,15103.0,16,2,3,1,2,3,1,3,yes
EMP-101189,18235.0,17,0,3,1,3,4,4,1,yes
EMP-101190,18440.0,20,1,3,1,1,3,4,1,FALSE
EMP-101191,7811.0,22,2,3,3,2,3,4,4,N
EMP-101192,19741.0,24,3,3,4,4,4,4,2,yes
EMP-101193,8354.0,24,3,3,4,4,1,2,4,No
EMP-101194,10464.0,13,2,3,3,2,1,2,4,no
EMP-101195,9991.0,11,3,3,2,4,2,3,3,no
EMP-101196,10597.0,23,2,3,2,1,2,3,2,TRUE
EMP-101197,19119.0,17,3,3,3,2,4,2,4,FALSE
EMP-101198,20788.0,22,1,3,2,1,3,1,3,Yes
EMP-101199,7681.0,21,3,3,2,3,3,2,3,yes
EMP-101200,8309.0,13,3,3,4,4,1,1,2,Yes
EMP-101201,7927.0,15,1,4,3,4,1,4,2,no
EMP-101202,21342.0,14,1,3,1,3,3,3,3,Y
EMP-101203,19442.0,22,3,3,4,3,3,1,2,yes
EMP-101204,,25,0,4,3,3,2,4,3,Y
EMP-101205,20924.0,11,0,3,3,4,3,2,2,No
EMP-101206,21320.0,22,2,3,4,3,3,3,2,N
EMP-101207,7832.0,17,3,3,2,2,4,2,2,yes
EMP-101208,21723.0,24,2,4,2,3,3,4,1,FALSE
EMP-101210,6651.0,14,3,3,3,2,1,2,1,TRUE
EMP-101211,18315.0,11,1,3,1,1,2,4,3,Y
EMP-101212,7053.0,21,3,3,3,2,2,4,4,TRUE
EMP-101213,11322.0,16,3,3,1,2,4,1,4,no
EMP-101214,15719.0,14,1,3,1,3,2,2,4,N
EMP-101215,6131.0,23,3,3,3,4,3,2,3,yes
EMP-101216,10788.0,14,3,3,3,3,3,3,2,Y
EMP-101217,21165.0,25,2,4,3,1,4,1,1,N
EMP-101218,7739.0,12,1,3,1,1,1,1,3,N
EMP-101219,10662.0,11,0,3,2,4,3,4,4,N
EMP-101220,10014.0,13,0,3,1,2,3,3,4,yes
EMP-101221,13442.0,20,3,4,1,1,4,3,4,N
EMP-101222,8455.0,15,2,3,1,4,1,1,4,yes
EMP-101223,19068.0,22,3,3,4,3,2,3,1,No
EMP-101224,20528.0,19,2,4,2,3,3,1,4,Y
EMP-101225,17448.0,24,3,3,1,3,1,3,1,Y
EMP-101226,15280.0,25,0,3,1,2,4,1,4,no
EMP-101227,17489.0,17,1,3,4,2,4,1,3,N
EMP-101228,18000.0,14,2,3,1,4,1,4,1,no
EMP-101229,18850.0,18,3,3,2,1,4,4,1,TRUE
EMP-101230,17589.0,22,3,3,1,3,2,3,3,FALSE
EMP-101231,8780.0,14,2,3,2,2,1,4,4,N
EMP-101232,9241.0,16,2,3,2,2,2,2,4,N
EMP-101233,17228.0,22,0,4,3,1,4,2,2,no
EMP-101234,14663.0,11,2,3,4,3,2,3,2,yes
EMP-101235,7253.0,24,3,4,4,3,2,1,1,FALSE
EMP-101236,15003.0,16,0,4,4,1,2,4,2,N
EMP-101237,13737.0,20,0,3,3,4,2,3,3,No
EMP-101238,6979.0,15,1,3,3,4,1,2,3,FALSE
EMP-101239,10242.0,24,1,3,2,1,4,1,3,No
EMP-101240,8601.0,12,1,3,4,1,4,4,1,N
EMP-101241,8814.0,11,2,3,3,4,3,1,3,N
EMP-101242,17025.0,23,0,3,3,1,2,1,1,No
EMP-101243,,16,2,4,3,3,2,4,1,No
EMP-101244,20225.0,21,0,3,2,4,3,4,3,FALSE
EMP-101245,9236.0,12,3,4,1,4,3,2,3,no
EMP-101246,22359.0,19,2,3,3,4,2,2,1,FALSE
EMP-101247,5656.0,19,0,4,3,3,4,1,3,yes
EMP-101248,22003.0,11,1,3,3,1,3,1,2,FALSE
EMP-101249,20918.0,25,1,3,4,2,2,2,1,Yes
EMP-101250,16021.0,15,3,3,4,2,4,2,4,FALSE
EMP-101251,7446.0,18,2,3,3,3,1,1,1,no
EMP-101252,22922.0,14,0,3,2,3,3,3,3,FALSE
EMP-101253,11722.0,13,1,3,1,1,3,3,3,N
EMP-101254,5632.0,15,0,3,4,2,4,3,1,N
EMP-101255,10831.0,15,2,3,1,4,1,4,1,N
EMP-101256,16907.0,18,1,3,3,3,4,2,4,N
EMP-101257,21321.0,16,3,3,4,2,3,3,4,no
EMP-101258,5151.0,25,3,3,1,4,1,3,1,Yes
EMP-101259,10355.0,12,2,3,3,4,2,2,3,FALSE
EMP-101260,18908.0,21,2,3,4,1,3,4,1,Yes
EMP-101261,14261.0,11,0,3,3,3,4,3,2,FALSE
EMP-101262,9693.0,23,3,3,4,4,4,4,2,N
EMP-101263,11738.0,13,2,3,1,3,4,4,3,no
EMP-101264,15118.0,12,2,3,1,2,4,1,1,yes
EMP-101265,12957.0,14,3,4,4,2,4,2,1,No
EMP-101266,18273.0,13,0,3,2,3,3,1,2,no
EMP-101267,13149.0,25,0,4,3,4,1,3,1,No
EMP-101268,9189.0,25,3,3,1,4,4,1,3,N
EMP-101269,14367.0,19,3,3,2,2,4,2,3,N
EMP-101271,13990.0,15,3,3,1,4,2,4,3,no
EMP-101272,11966.0,14,3,3,1,2,1,3,1,No
EMP-101273,6659.0,20,2,3,3,1,3,2,1,FALSE
EMP-101274,10714.0,19,1,4,2,2,3,4,2,N
EMP-101275,15257.0,14,3,3,3,3,1,3,2,No
EMP-101276,21308.0,16,1,3,4,1,1,2,3,FALSE
EMP-101277,15787.0,24,0,3,1,3,1,2,4,Yes
EMP-101278,15177.0,20,2,3,2,1,4,1,1,FALSE
EMP-101279,19079.0,11,1,3,3,1,3,4,4,Y
EMP-101280,19221.0,25,0,3,2,2,1,2,1,no
EMP-101281,17459.0,23,0,3,4,2,2,4,3,no
EMP-101282,8670.0,12,0,3,1,3,4,4,3,FALSE
EMP-101283,9989.0,25,3,3,2,2,4,2,2,N
EMP-101284,15249.0,14,2,3,4,1,4,4,4,Yes
EMP-101285,11502.0,19,0,3,4,2,4,1,2,FALSE
EMP-101286,13507.0,16,3,3,1,3,1,3,3,No
EMP-101287,14631.0,16,1,3,3,1,4,3,4,Y
EMP-101288,14156.0,21,2,4,1,3,2,2,1,yes
EMP-101289,11659.0,19,1,3,1,4,2,1,2,Yes
EMP-101290,6728.0,22,1,3,2,2,1,3,3,FALSE
EMP-101291,12493.0,14,3,3,2,1,4,1,1,No
EMP-101292,5773.0,13,1,3,3,3,2,2,3,No
EMP-101293,17437.0,17,2,3,4,2,3,1,1,yes
EMP-101294,7823.0,22,1,4,2,2,4,2,2,TRUE
EMP-101295,11438.0,25,3,3,3,3,1,3,1,N
EMP-101296,21082.0,17,0,3,1,1,3,3,4,no
EMP-101297,6090.0,19,3,3,4,3,4,3,1,FALSE
EMP-101298,21397.0,25,0,3,1,2,3,3,3,FALSE
EMP-101299,13970.0,16,1,3,4,3,4,4,1,FALSE
EMP-101300,17003.0,12,0,3,2,4,4,1,2,N
EMP-101301,12468.0,16,3,3,1,2,2,1,3,N
EMP-101302,19946.0,25,3,3,1,1,3,1,3,No
EMP-101303,16902.0,18,2,3,4,4,3,2,3,TRUE
EMP-101304,9732.0,16,2,4,3,3,1,3,3,FALSE
EMP-101305,9551.0,19,0,3,4,1,1,3,4,N
EMP-101306,20268.0,25,0,3,2,4,3,4,3,no
EMP-101307,19113.0,14,2,3,3,3,2,4,3,No
EMP-101308,10780.0,13,1,4,1,4,2,3,3,yes
EMP-101309,7756.0,21,2,3,1,2,4,1,2,Yes
EMP-101310,9128.0,15,1,3,1,1,1,1,2,FALSE
EMP-101311,8975.0,13,0,3,2,4,1,3,3,yes
EMP-101312,13751.0,21,0,4,1,2,1,2,4,N
EMP-101313,18299.0,22,3,3,1,3,4,1,1,N
EMP-101314,15054.0,12,3,3,3,2,2,3,4,FALSE
EMP-101315,11250.0,12,1,3,2,3,1,3,3,no
EMP-101316,11341.0,14,1,3,1,1,4,4,3,no
EMP-101317,10787.0,13,2,3,3,2,3,4,4,FALSE
EMP-101318,11149.0,19,1,3,1,2,2,3,3,Yes
EMP-101319,18318.0,24,0,3,3,3,3,2,1,No
EMP-101320,6759.0,17,0,3,1,4,1,3,2,N
EMP-101321,18844.0,16,0,3,2,3,4,1,1,no
EMP-101322,11971.0,20,3,3,4,4,2,2,1,No
EMP-101323,20606.0,22,1,3,2,3,1,2,1,Y
EMP-101324,23166.0,18,1,3,3,1,2,4,4,FALSE
EMP-101325,14658.0,19,3,3,1,4,4,3,4,yes
EMP-101326,17340.0,13,3,3,2,2,4,4,1,Yes
EMP-101327,8094.0,22,3,4,1,4,1,1,4,Yes
EMP-101328,14396.0,20,0,4,2,3,2,4,3,TRUE
EMP-101329,12423.0,17,1,3,3,3,4,1,2,FALSE
EMP-101330,11988.0,19,2,3,4,4,2,3,4,yes
EMP-101331,8581.0,11,2,4,2,2,2,3,4,Yes
EMP-101332,15982.0,20,1,3,1,1,3,4,1,Yes
EMP-101333,7057.0,19,1,3,1,2,1,4,2,no
EMP-101334,6963.0,24,3,3,1,4,1,4,3,No
EMP-101335,9730.0,17,3,3,3,3,2,1,3,no
EMP-101336,18409.0,20,0,3,3,2,3,2,2,no
EMP-101337,6843.0,24,3,4,4,3,2,2,3,FALSE
EMP-101338,10173.0,14,1,3,1,3,1,4,2,no
EMP-101339,14804.0,23,0,3,4,2,1,4,1,N
EMP-101340,11566.0,25,2,3,1,4,2,3,3,yes
EMP-101341,17300.0,21,1,4,2,2,2,4,3,N
EMP-101342,10860.0,22,2,3,2,1,2,3,2,no
EMP-101343,10134.0,16,1,4,2,3,1,1,3,No
EMP-101344,11647.0,21,1,3,1,3,2,1,4,No
EMP-101345,,21,0,3,2,4,2,1,1,Y
EMP-101346,17054.0,16,0,3,1,3,4,1,3,No
EMP-101347,11328.0,16,3,4,4,3,1,4,3,FALSE
EMP-101348,12295.0,25,1,3,3,3,2,4,3,TRUE
EMP-101349,21159.0,12,1,4,2,2,3,3,2,yes
EMP-101350,19932.0,15,0,3,1,3,1,4,1,no
EMP-101351,12551.0,17,2,3,1,2,2,3,1,Y
EMP-101352,14149.0,16,3,3,4,4,2,1,3,Yes
EMP-101353,18448.0,13,1,3,4,1,4,3,3,Yes
EMP-101354,15698.0,21,0,3,3,3,4,3,2,yes
EMP-101355,13510.0,22,1,3,4,1,1,4,1,TRUE
EMP-101356,17350.0,15,0,3,3,2,4,1,4,FALSE
EMP-101357,21965.0,23,3,3,3,4,4,2,3,yes
EMP-101358,14946.0,18,2,3,4,4,1,4,4,FALSE
EMP-101359,8646.0,21,1,3,3,2,3,4,4,yes
EMP-101360,17112.0,15,1,3,2,1,2,2,1,No
