EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,DistanceFromHome,Education,EducationField,BusinessTravel,Attrition
E100625,33,Male,Single,SALES,Sales Executive,8,1,Technical Degree,Travel_Rarely,No
E100626,25,Female,Single,R&D,Manager,9,3,Other,Travel_Rarely,No
E100627,55,Female,Married,SALES,Manager,27,4,Marketing,Non-Travel,No
E100628,29,Female,Married,research & development ,Laboratory Technician,3,3,Human Resources,Travel_Rarely,No
E100629,41,Female,Divorced,R&D,Manufacturing Director,2,5,Human Resources,Travel_Rarely,Yes
E100630,45,Male,Divorced,research & development ,Laboratory Technician,7,4,Life Sciences,Travel_Rarely,No
E100631,25,Female,Divorced,sales ,Manager,5,4,Medical,Travel_Rarely,No
E100632,45,Male,Married,Research & Development,Healthcare Representative,21,3,Marketing,Travel_Frequently,No
E100633,53,Male,Married,Sales,Sales Executive,26,5,Life Sciences,Travel_Rarely,No
E100634,43,Female,Divorced,SALES,Sales Executive,5,1,Life Sciences,Travel_Rarely,Yes
E100635,25,Male,Married,sales ,Sales Executive,20,3,Technical Degree,Non-Travel,No
E100636,45,Female,Single,sales ,Manager,13,1,Medical,Travel_Frequently,Yes
E100637,45,Male,Divorced,R&D,Healthcare Representative,21,3,Medical,Travel_Rarely,No
E100638,54,Female,Divorced,Sales,Sales Representative,29,1,Marketing,Travel_Rarely,No
E100639,58,Female,Married,R&D,Healthcare Representative,20,3,Medical,Travel_Frequently,Yes
E100640,53,Female,Single,research & development ,Research Scientist,29,4,Life Sciences,Travel_Rarely,No
E100641,44,Female,Married,R&D,Manufacturing Director,6,2,Medical,Travel_Rarely,No
E100642,34,Female,Divorced,HR,Manager,20,4,Medical,Travel_Rarely,Yes
E100643,26,Male,Divorced,research & development ,Laboratory Technician,18,1,Human Resources,Travel_Rarely,No
E100644,50,Male,Single,R&D,Manager,25,5,Life Sciences,Travel_Rarely,No
E100645,37,Male,Single,SALES,Manager,2,4,Other,Travel_Rarely,No
E100646,30,Female,Divorced,Human Resources,Manager,25,2,Medical,Travel_Rarely,Yes
E100647,45,Male,Married,SALES,Sales Representative,26,1,Medical,Travel_Frequently,No
E100648,46,Female,Married,sales ,Sales Representative,6,4,Technical Degree,Travel_Rarely,No
E100649,30,Male,Divorced,SALES,Sales Representative,9,3,,Travel_Rarely,No
E100650,52,Male,Single,R&D,Manager,25,5,Medical,Travel_Rarely,No
E100651,23,Female,Married,SALES,Sales Representative,3,1,Human Resources,Travel_Rarely,Yes
E100652,35,Male,Single,Research & Development,Laboratory Technician,1,4,Life Sciences,Travel_Rarely,No
E100653,22,Male,Married,SALES,Sales Executive,1,1,Marketing,Travel_Rarely,No
E100654,42,Male,Divorced,R&D,Manufacturing Director,19,3,Life Sciences,Non-Travel,No
E100655,19,Female,Married,sales ,Manager,5,2,Technical Degree,Travel_Rarely,No
E100656,27,Female,Divorced,sales ,Sales Representative,13,4,Life Sciences,Travel_Frequently,No
E100657,47,Male,Married,Human Resources,Human Resources,19,1,Medical,Travel_Rarely,Yes
E100658,22,Male,Married,Sales,Sales Executive,12,1,,Travel_Rarely,Yes
E100659,50,Male,Single,Research & Development,Manager,16,1,Life Sciences,Travel_Rarely,Yes
E100660,18,Female,Married,R&D,Laboratory Technician,25,2,Technical Degree,Travel_Frequently,No
E100661,35,Female,Married,Sales,Sales Representative,25,1,Marketing,Travel_Rarely,Yes
E100662,49,Male,Single,Human Resources,Human Resources,19,5,Life Sciences,Travel_Frequently,Yes
E100663,28,Male,Married,Sales,Sales Executive,3,5,Other,Travel_Rarely,No
E100664,38,Male,Married,R&D,Laboratory Technician,12,1,Medical,Travel_Frequently,No
E100665,43,Female,Married,SALES,Sales Representative,5,5,Technical Degree,Travel_Rarely,No
E100666,42,Female,Married,R&D,Laboratory Technician,2,4,Other,Travel_Rarely,No
E100667,39,Male,Married,SALES,Sales Executive,22,5,,Travel_Frequently,No
E100668,44,Male,Single,R&D,Healthcare Representative,7,1,Human Resources,Travel_Rarely,No
E100669,30,Male,Single,research & development ,Manager,13,3,,Travel_Frequently,No
E100670,50,Female,Married,human resources,Manager,25,4,Other,Travel_Rarely,No
E100671,51,Male,Married,HR,Human Resources,15,2,Human Resources,Travel_Rarely,No
E100672,58,Female,Single,Research & Development,Manager,22,1,Other,Travel_Rarely,No
E100673,52,Female,Divorced,research & development ,Laboratory Technician,3,2,Medical,Travel_Rarely,No
E100674,18,Male,Married,Sales,Manager,28,3,Marketing,Travel_Rarely,No
E100675,38,Male,Married,Sales,Sales Executive,21,2,Human Resources,Non-Travel,No
E100676,23,Male,Single,Sales,Sales Executive,20,1,Marketing,Travel_Frequently,No
E100677,45,Female,Married,Research & Development,Research Scientist,5,1,Technical Degree,Travel_Frequently,Yes
E100678,34,Female,Married,research & development ,Healthcare Representative,24,3,Medical,Non-Travel,No
E100679,22,Female,Divorced,R&D,Manager,8,1,Human Resources,Travel_Rarely,No
E100680,48,Male,Married,Sales,Sales Representative,22,3,Technical Degree,Travel_Rarely,No
E100681,22,Male,Divorced,Research & Development,Research Scientist,1,3,Other,Travel_Rarely,Yes
E100682,55,Female,Married,SALES,Sales Representative,8,1,Life Sciences,Travel_Rarely,No
E100683,20,Female,Single,Research & Development,Laboratory Technician,24,5,Technical Degree,Travel_Rarely,No
E100684,40,,Married,research & development ,Manufacturing Director,18,3,Marketing,Travel_Rarely,No
E100685,54,Female,Married,R&D,Research Scientist,20,1,Medical,Travel_Rarely,No
E100686,54,Female,Married,R&D,Healthcare Representative,28,5,Medical,Travel_Rarely,No
E100687,27,Male,Single,R&D,Manufacturing Director,16,3,Technical Degree,Travel_Rarely,No
E100688,27,Female,Single,Sales,Sales Executive,18,5,Other,Travel_Rarely,Yes
E100689,36,Female,Divorced,Research & Development,Laboratory Technician,20,4,Life Sciences,Travel_Rarely,No
E100690,34,Female,Married,sales ,Sales Executive,12,4,Marketing,Travel_Rarely,No
E100691,38,Male,Divorced,research & development ,Manufacturing Director,13,5,Technical Degree,Travel_Rarely,Yes
E100692,31,Male,Married,R&D,Manufacturing Director,13,3,Technical Degree,Travel_Rarely,No
E100693,26,Female,Married,Sales,Sales Executive,10,1,Medical,Travel_Rarely,No
E100694,18,Male,Married,sales ,Sales Executive,7,2,Marketing,Travel_Rarely,No
E100695,30,Male,Divorced,human resources,Human Resources,25,1,Life Sciences,Travel_Rarely,No
E100696,21,Male,Married,Human Resources,Manager,14,2,Medical,Travel_Rarely,No
E100697,18,,Married,Research & Development,Manager,24,2,Technical Degree,Travel_Rarely,Yes
E100698,57,Female,Single,SALES,Sales Representative,16,3,Medical,Travel_Rarely,Yes
E100699,49,Female,Married,Sales,Manager,15,5,Medical,Travel_Rarely,No
E100700,51,Male,Married,R&D,Research Scientist,12,1,Human Resources,Travel_Rarely,No
E100701,45,Male,Single,HR,Human Resources,9,5,Medical,Non-Travel,Yes
E100702,48,Male,Single,sales ,Manager,8,4,Other,Travel_Rarely,No
E100703,25,Female,Single,R&D,Manager,18,3,Medical,Travel_Rarely,No
E100704,56,Female,Single,Sales,Sales Representative,23,3,Other,Travel_Rarely,No
E100705,43,Male,Single,HR,Human Resources,18,4,Marketing,Travel_Rarely,No
E100706,51,Female,Married,R&D,Manufacturing Director,13,1,Medical,Travel_Rarely,No
E100707,20,Female,Divorced,research & development ,Manager,28,4,Life Sciences,Travel_Rarely,Yes
E100708,29,Female,Married,research & development ,Manufacturing Director,27,1,Other,Travel_Rarely,Yes
E100709,18,Female,Single,research & development ,Research Scientist,18,2,Other,Travel_Rarely,No
E100710,22,Male,Single,Sales,Sales Executive,15,3,Technical Degree,Travel_Rarely,Yes
E100711,47,Female,Married,Sales,Manager,4,1,Marketing,Non-Travel,No
E100712,47,Male,Married,Human Resources,Human Resources,17,5,Medical,Travel_Rarely,No
E100713,34,Female,Divorced,human resources,Manager,5,5,Life Sciences,Non-Travel,No
E100714,40,Female,Married,Research & Development,Laboratory Technician,22,3,Technical Degree,Non-Travel,No
E100715,32,Female,Divorced,R&D,Research Scientist,16,4,Marketing,Travel_Rarely,No
E100716,54,Female,Single,research & development ,Laboratory Technician,9,4,Other,Travel_Rarely,No
E100717,38,,Married,Sales,Sales Executive,10,1,Life Sciences,Travel_Frequently,No
E100718,31,Male,Single,R&D,Manufacturing Director,24,4,Medical,Travel_Rarely,No
E100719,19,Female,Divorced,Research & Development,Manager,18,3,Human Resources,Travel_Rarely,Yes
E100720,28,Female,Married,research & development ,Manager,17,1,Human Resources,Travel_Frequently,No
E100721,56,Male,Married,R&D,Research Scientist,18,2,Marketing,Travel_Rarely,No
E100722,55,Male,Single,sales ,Sales Executive,7,4,Life Sciences,Travel_Rarely,No
E100723,51,Male,Single,Research & Development,Research Scientist,4,4,Technical Degree,Travel_Frequently,No
E100724,55,Female,Married,research & development ,Research Scientist,26,1,Life Sciences,Travel_Rarely,No
E100725,51,Female,Single,R&D,Healthcare Representative,5,5,Other,Non-Travel,No
E100726,35,Male,Married,SALES,Manager,28,4,Human Resources,Travel_Rarely,Yes
E100727,47,Male,Single,Sales,Sales Representative,23,3,Marketing,Travel_Rarely,No
E100728,32,Female,Married,Sales,Sales Executive,16,4,Medical,Travel_Rarely,Yes
E100729,44,Female,Divorced,Sales,Sales Representative,3,2,Life Sciences,Travel_Rarely,No
E100730,51,Male,Married,Research & Development,Manufacturing Director,26,4,Human Resources,Travel_Rarely,No
E100731,55,Male,Married,R&D,Healthcare Representative,18,5,Technical Degree,Travel_Rarely,No
E100732,50,Male,Single,Research & Development,Healthcare Representative,29,4,Marketing,Travel_Rarely,Yes
E100733,41,Male,Single,research & development ,Manufacturing Director,23,1,Medical,Travel_Rarely,No
E100734,32,,Married,research & development ,Research Scientist,21,4,Life Sciences,Travel_Rarely,Yes
E100735,47,Female,Married,sales ,Sales Representative,14,5,Technical Degree,Non-Travel,Yes
E100736,59,Female,Married,Research & Development,Healthcare Representative,15,1,Medical,Travel_Frequently,No
E100737,34,Female,Single,R&D,Manufacturing Director,17,3,Other,Travel_Rarely,No
E100738,22,,Single,Sales,Sales Executive,1,1,Human Resources,Travel_Rarely,No
E100739,46,Male,Single,SALES,Sales Executive,25,2,Other,Travel_Rarely,No
E100740,21,,Divorced,R&D,Laboratory Technician,21,1,Human Resources,Travel_Rarely,No
E100741,27,Male,Single,Research & Development,Manufacturing Director,17,3,Technical Degree,Travel_Rarely,Yes
E100742,34,Male,Married,R&D,Manufacturing Director,23,4,Other,Travel_Rarely,No
E100743,27,Female,Single,sales ,Manager,25,1,Human Resources,Non-Travel,Yes
E100744,34,Female,Married,Research & Development,Healthcare Representative,11,1,Marketing,Travel_Rarely,No
E100745,37,Male,Married,R&D,Manager,17,1,Technical Degree,Travel_Rarely,No
E100746,41,Male,Divorced,sales ,Sales Representative,26,1,Human Resources,Travel_Rarely,No
E100747,22,Female,Divorced,R&D,Research Scientist,14,3,Life Sciences,Travel_Frequently,No
E100748,51,Male,Married,SALES,Sales Executive,29,5,Human Resources,Travel_Frequently,Yes
E100749,23,Male,Divorced,research & development ,Manager,20,5,Other,Travel_Frequently,No
E100750,19,Female,Divorced,sales ,Manager,19,1,Marketing,Travel_Rarely,No
E100751,30,,Divorced,SALES,Manager,21,3,Medical,Travel_Rarely,No
E100752,60,Male,Divorced,sales ,Manager,7,3,Medical,Travel_Frequently,No
E100753,60,Male,Single,sales ,Sales Representative,24,1,Human Resources,Travel_Rarely,No
E100754,28,Female,Married,HR,Manager,13,2,Medical,Travel_Rarely,No
E100755,40,Male,Single,SALES,Manager,18,1,Human Resources,Travel_Rarely,No
E100756,33,Male,Single,R&D,Manufacturing Director,23,2,Marketing,Non-Travel,No
E100757,48,Female,Divorced,sales ,Sales Representative,14,1,Medical,Travel_Rarely,Yes
E100758,28,Male,Married,research & development ,Manager,1,2,Other,Travel_Frequently,No
E100759,33,Female,Married,human resources,Manager,7,2,Other,Travel_Rarely,No
E100760,25,Male,Divorced,SALES,Sales Representative,8,1,Life Sciences,Travel_Rarely,No
E100761,21,Female,Divorced,human resources,Manager,18,2,Human Resources,Travel_Rarely,No
E100762,57,Male,Divorced,Sales,Manager,9,4,Medical,Travel_Frequently,No
E100763,21,Male,Single,R&D,Healthcare Representative,1,5,Other,Travel_Rarely,Yes
E100764,42,Male,Single,research & development ,Research Scientist,29,3,Marketing,Travel_Rarely,No
E100765,20,Male,Married,Research & Development,Manager,22,2,Marketing,Travel_Rarely,Yes
E100766,49,Female,Single,Research & Development,Healthcare Representative,17,2,Life Sciences,Travel_Rarely,No
E100767,20,Female,Single,R&D,Manufacturing Director,19,3,Marketing,Travel_Rarely,No
E100768,44,,Married,sales ,Manager,27,2,Marketing,Travel_Rarely,No
E100769,46,Male,Divorced,Sales,Manager,6,3,Medical,Travel_Frequently,No
E100770,49,,Married,Human Resources,Manager,3,1,Human Resources,Non-Travel,Yes
E100771,36,Female,Single,Research & Development,Manufacturing Director,24,4,Technical Degree,Non-Travel,No
E100772,38,Male,Married,research & development ,Healthcare Representative,5,4,Marketing,Travel_Rarely,No
E100773,22,Male,Single,research & development ,Manufacturing Director,2,5,Marketing,Travel_Rarely,Yes
E100774,35,Male,Single,Research & Development,Research Scientist,20,2,Technical Degree,Travel_Rarely,No
E100775,45,Female,Married,human resources,Human Resources,25,5,Marketing,Travel_Frequently,No
E100776,59,Male,Married,R&D,Laboratory Technician,4,1,Medical,Travel_Rarely,No
E100777,39,Female,Married,Research & Development,Manufacturing Director,10,4,Medical,Non-Travel,No
E100778,38,Male,Single,Research & Development,Manufacturing Director,10,1,Technical Degree,Travel_Rarely,Yes
E100779,23,Female,Divorced,sales ,Manager,24,1,Other,Travel_Frequently,No
E100780,18,Male,Married,SALES,Manager,21,2,Marketing,Travel_Rarely,No
E100781,22,Male,Married,research & development ,Laboratory Technician,11,1,Other,Travel_Rarely,No
E100782,58,,Married,Sales,Manager,27,4,Marketing,Travel_Rarely,No
E100783,29,Female,Divorced,R&D,Healthcare Representative,16,5,Human Resources,Travel_Rarely,No
E100784,43,Male,Married,Human Resources,Human Resources,26,4,Marketing,Non-Travel,No
E100785,51,Male,Married,research & development ,Healthcare Representative,29,2,Medical,Travel_Rarely,No
E100786,31,Male,Divorced,research & development ,Manufacturing Director,29,4,Life Sciences,Travel_Rarely,No
E100787,43,Male,Married,Human Resources,Human Resources,17,3,Life Sciences,Travel_Frequently,No
E100788,44,Female,Married,research & development ,Healthcare Representative,16,5,Life Sciences,Travel_Frequently,No
E100789,26,Female,Married,R&D,Laboratory Technician,7,3,Life Sciences,Travel_Rarely,No
E100790,43,Female,Married,Research & Development,Manager,16,3,Other,Travel_Frequently,Yes
E100791,39,Male,Single,HR,Manager,3,2,Other,Non-Travel,No
E100792,47,Female,Married,Research & Development,Manufacturing Director,26,1,Marketing,Travel_Rarely,No
E100793,60,Male,Divorced,R&D,Healthcare Representative,16,3,Other,Travel_Rarely,No
E100794,34,Male,Divorced,R&D,Manager,8,4,Marketing,Travel_Rarely,No
E100795,43,Male,Married,Research & Development,Laboratory Technician,12,1,Human Resources,Travel_Rarely,No
E100796,53,Male,Married,research & development ,Healthcare Representative,3,4,Marketing,Travel_Rarely,No
E100797,18,Female,Single,Research & Development,Manager,17,4,Life Sciences,Non-Travel,No
E100798,25,Female,Divorced,research & development ,Manager,21,1,Technical Degree,Travel_Rarely,No
E100799,52,Female,Divorced,research & development ,Manager,18,1,Technical Degree,Travel_Rarely,No
E100800,32,Male,Married,human resources,Manager,11,4,Medical,Travel_Rarely,No
E100801,39,Male,Divorced,Research & Development,Research Scientist,4,2,Medical,Travel_Rarely,No
E100802,31,Male,Married,research & development ,Manufacturing Director,16,5,Marketing,Travel_Rarely,No
E100803,43,Male,Married,R&D,Healthcare Representative,17,5,Technical Degree,Travel_Rarely,No
E100804,45,Male,Single,Research & Development,Healthcare Representative,9,2,Life Sciences,Travel_Rarely,No
E100805,40,Male,Married,R&D,Healthcare Representative,6,1,Other,Non-Travel,No
E100806,31,Male,Married,Sales,Sales Executive,24,4,,Travel_Rarely,No
E100807,41,Male,Married,Research & Development,Manufacturing Director,27,5,Life Sciences,Travel_Frequently,No
E100808,19,Female,Married,Research & Development,Laboratory Technician,20,4,Marketing,Travel_Rarely,No
E100809,43,Female,Divorced,Research & Development,Healthcare Representative,25,2,Marketing,Travel_Rarely,Yes
E100810,31,Female,Single,research & development ,Manufacturing Director,2,4,Human Resources,Travel_Frequently,Yes
E100811,24,Female,Married,R&D,Manufacturing Director,9,2,Life Sciences,Travel_Frequently,No
E100812,20,Male,Married,research & development ,Research Scientist,28,1,Life Sciences,Travel_Rarely,Yes
E100813,40,Female,Married,SALES,Sales Representative,21,2,Marketing,Travel_Rarely,No
E100814,60,Female,Married,R&D,Healthcare Representative,29,2,Marketing,Travel_Frequently,No
E100815,35,Male,Single,Research & Development,Manager,6,5,Human Resources,Travel_Rarely,No
E100816,55,Male,Single,SALES,Manager,3,4,Human Resources,Travel_Rarely,No
E100817,52,Female,Married,SALES,Manager,20,5,Medical,Travel_Rarely,No
E100818,32,Male,Married,R&D,Manufacturing Director,6,3,Technical Degree,Travel_Rarely,No
E100819,42,Male,Single,Research & Development,Laboratory Technician,7,2,Life Sciences,Travel_Rarely,No
E100820,54,Male,Married,sales ,Manager,1,3,Life Sciences,Travel_Frequently,No
E100821,45,Male,Married,human resources,Manager,23,5,Human Resources,Travel_Rarely,No
E100822,27,Male,Married,research & development ,Research Scientist,1,4,Human Resources,Travel_Rarely,No
E100823,56,Male,Divorced,human resources,Manager,5,5,Medical,Travel_Rarely,No
E100824,34,Male,Single,research & development ,Manufacturing Director,6,4,Technical Degree,Travel_Frequently,No
E100825,56,Male,Single,R&D,Manufacturing Director,13,4,Medical,Travel_Rarely,No
E100826,39,Female,Married,Research & Development,Manager,2,1,Technical Degree,Travel_Rarely,No
E100827,43,Male,Married,Research & Development,Manager,15,2,Other,Travel_Rarely,No
E100828,42,Male,Married,R&D,Laboratory Technician,15,5,Life Sciences,Travel_Rarely,No
E100829,34,Male,Divorced,Sales,Sales Representative,13,4,Medical,Travel_Rarely,No
E100830,30,Female,Divorced,Research & Development,Laboratory Technician,26,5,Human Resources,Travel_Rarely,No
E100831,37,Male,Divorced,SALES,Sales Representative,25,5,Medical,Travel_Rarely,No
E100832,42,Male,Married,Sales,Sales Executive,14,4,Other,Travel_Rarely,No
E100833,21,Female,Married,sales ,Manager,26,3,Medical,Travel_Frequently,No
E100834,27,Female,Married,Sales,Manager,22,2,Life Sciences,Non-Travel,No
E100835,20,Male,Single,HR,Manager,7,2,Other,Travel_Rarely,No
E100836,58,Female,Married,sales ,Manager,14,1,Human Resources,Non-Travel,No
E100837,35,Male,Single,research & development ,Manager,26,1,Human Resources,Travel_Rarely,Yes
E100838,53,Male,Divorced,Research & Development,Research Scientist,24,1,Marketing,Travel_Rarely,No
E100839,39,Male,Married,research & development ,Healthcare Representative,27,2,Other,Travel_Rarely,No
E100840,51,Male,Married,sales ,Sales Executive,29,3,Marketing,Travel_Rarely,No
E100841,25,Female,Married,R&D,Healthcare Representative,10,2,Marketing,Travel_Frequently,No
E100842,57,Male,Single,R&D,Manager,17,2,Life Sciences,Non-Travel,No
E100843,36,Male,Single,research & development ,Healthcare Representative,14,2,Medical,Travel_Rarely,No
E100844,59,Female,Married,Research & Development,Manager,8,2,Human Resources,Travel_Frequently,No
E100845,58,Female,Single,human resources,Manager,4,3,Human Resources,Travel_Rarely,No
E100846,54,Male,Married,Research & Development,Research Scientist,26,1,Medical,Travel_Rarely,No
E100847,23,Female,Divorced,Research & Development,Laboratory Technician,16,5,Human Resources,Travel_Rarely,No
E100848,43,Male,Divorced,research & development ,Research Scientist,24,1,Medical,Travel_Rarely,No
E100849,51,Female,Married,sales ,Sales Executive,13,1,Other,Travel_Rarely,No
E100850,23,Female,Single,Research & Development,Healthcare Representative,22,5,Life Sciences,Travel_Rarely,No
E100851,54,Female,Divorced,SALES,Sales Representative,27,2,Life Sciences,Travel_Rarely,No
E100852,50,Male,Divorced,Research & Development,Healthcare Representative,25,3,Life Sciences,Travel_Rarely,No
E100853,39,Male,Single,R&D,Laboratory Technician,27,3,Medical,Travel_Rarely,No
E100854,38,Male,Married,Research & Development,Manager,20,1,Medical,Travel_Frequently,No
E100855,23,Male,Single,research & development ,Manager,18,5,Technical Degree,Travel_Rarely,No
E100856,23,Male,Divorced,research & development ,Laboratory Technician,14,4,Human Resources,Travel_Rarely,No
E100857,21,Female,Divorced,Research & Development,Research Scientist,18,2,Human Resources,Travel_Frequently,No
E100858,47,Male,Single,Research & Development,Manager,5,1,Technical Degree,Travel_Rarely,No
E100859,28,Male,Divorced,research & development ,Research Scientist,26,3,Technical Degree,Non-Travel,No
E100860,47,Female,Married,sales ,Sales Executive,9,5,Life Sciences,Travel_Rarely,No
E100861,48,Male,Divorced,R&D,Manager,28,5,Technical Degree,Travel_Rarely,No
E100862,41,Female,Married,R&D,Manufacturing Director,3,1,Medical,Travel_Rarely,No
E100863,26,Male,Divorced,SALES,Sales Executive,8,4,Marketing,Travel_Frequently,No
E100864,20,Male,Single,R&D,Healthcare Representative,20,3,Medical,Non-Travel,No
E100865,48,Male,Married,Sales,Sales Executive,22,1,Technical Degree,Travel_Rarely,No
E100866,57,Male,Single,research & development ,Manager,10,4,Human Resources,Travel_Rarely,No
E100867,54,Female,Divorced,Research & Development,Manufacturing Director,22,5,Medical,Travel_Rarely,No
E100868,53,Male,Divorced,R&D,Manufacturing Director,19,2,Human Resources,Travel_Rarely,No
E100869,41,Male,Divorced,SALES,Sales Executive,21,3,Medical,Travel_Frequently,No
E100870,48,Male,Divorced,sales ,Sales Representative,28,3,Human Resources,Travel_Rarely,Yes
E100871,23,Male,Single,sales ,Sales Representative,3,4,Other,Non-Travel,No
E100872,19,Female,Married,R&D,Laboratory Technician,11,1,Medical,Travel_Frequently,No
E100873,37,Male,Single,research & development ,Healthcare Representative,11,5,Human Resources,Travel_Rarely,No
E100874,45,Female,Single,Research & Development,Research Scientist,17,4,Marketing,Travel_Frequently,Yes
E100875,28,Female,Single,research & development ,Manufacturing Director,16,2,Life Sciences,Travel_Rarely,No
E100876,21,Male,Married,R&D,Healthcare Representative,7,2,Medical,Non-Travel,No
E100877,32,Female,Single,human resources,Manager,4,2,Marketing,Travel_Rarely,No
E100878,23,Male,Single,Research & Development,Manager,23,4,Life Sciences,Travel_Frequently,No
E100879,47,Male,Single,Human Resources,Manager,19,5,Medical,Travel_Rarely,No
E100880,55,Male,Single,Research & Development,Manufacturing Director,12,3,,Non-Travel,No
E100881,19,Female,Divorced,SALES,Sales Executive,15,1,Marketing,Travel_Rarely,No
E100882,32,Female,Married,SALES,Sales Executive,11,3,Other,Travel_Rarely,No
E100883,28,Male,Divorced,Research & Development,Laboratory Technician,5,5,Marketing,Travel_Frequently,No
E100884,25,Female,Married,Sales,Sales Executive,5,3,Other,Travel_Rarely,No
E100885,43,Male,Single,Research & Development,Manufacturing Director,15,4,Technical Degree,Travel_Frequently,No
E100886,22,Male,Divorced,Research & Development,Research Scientist,29,2,Human Resources,Travel_Rarely,No
E100887,23,Male,Married,research & development ,Manufacturing Director,18,5,Life Sciences,Travel_Rarely,No
E100888,43,Female,Single,research & development ,Manager,11,5,Human Resources,Travel_Rarely,No
E100889,21,Female,Single,SALES,Manager,26,3,Human Resources,Non-Travel,No
E100890,36,Male,Single,research & development ,Healthcare Representative,12,4,Other,Travel_Frequently,No
E100891,37,Male,Single,Research & Development,Laboratory Technician,2,3,,Travel_Rarely,Yes
E100892,50,Male,Married,HR,Human Resources,20,3,Marketing,Travel_Rarely,Yes
E100893,37,Male,Married,R&D,Laboratory Technician,15,5,Other,Travel_Rarely,No
E100894,29,Male,Single,HR,Human Resources,20,3,Human Resources,Travel_Frequently,No
E100895,18,Female,Single,research & development ,Laboratory Technician,4,2,Other,Non-Travel,No
E100896,43,Male,Divorced,Research & Development,Manufacturing Director,22,3,Technical Degree,Travel_Rarely,Yes
E100897,31,Male,Single,Sales,Manager,18,2,Other,Travel_Rarely,No
E100898,55,Male,Married,R&D,Research Scientist,6,5,Medical,Travel_Rarely,No
E100899,54,Female,Divorced,research & development ,Manufacturing Director,23,4,Marketing,Travel_Rarely,No
E100900,28,Female,Single,Research & Development,Laboratory Technician,27,2,Life Sciences,Travel_Rarely,No
E100901,53,Male,Single,R&D,Research Scientist,26,4,Medical,Travel_Rarely,No
E100902,30,Female,Married,research & development ,Manufacturing Director,19,4,Medical,Travel_Rarely,No
E100903,60,Male,Single,research & development ,Manufacturing Director,11,2,Medical,Travel_Rarely,No
E100904,20,Male,Married,research & development ,Manager,28,5,Human Resources,Travel_Frequently,Yes
E100905,50,Male,Divorced,Sales,Sales Executive,24,1,Other,Travel_Rarely,No
E100906,23,Male,Single,R&D,Manager,2,4,Other,Travel_Rarely,Yes
E100907,27,Male,Married,sales ,Sales Executive,27,4,Human Resources,Non-Travel,Yes
E100908,22,Female,Married,SALES,Sales Executive,8,5,Marketing,Travel_Rarely,Yes
E100909,40,Female,Single,Research & Development,Healthcare Representative,29,5,Human Resources,Travel_Frequently,No
E100910,27,Female,Married,Research & Development,Manager,11,3,Human Resources,Travel_Rarely,Yes
E100911,19,Male,Single,R&D,Laboratory Technician,5,5,Human Resources,Travel_Rarely,No
E100912,30,Male,Married,sales ,Sales Representative,18,4,Marketing,Travel_Rarely,No
E100913,57,Female,Single,research & development ,Manufacturing Director,23,2,Marketing,Travel_Rarely,Yes
E100914,19,Male,Married,R&D,Healthcare Representative,18,1,Technical Degree,Travel_Rarely,Yes
E100915,37,Male,Single,HR,Manager,14,3,Technical Degree,Travel_Rarely,No
E100916,18,Male,Divorced,HR,Human Resources,22,2,Technical Degree,Travel_Rarely,Yes
E100917,54,Female,Single,Research & Development,Manufacturing Director,10,1,Technical Degree,Travel_Rarely,No
E100918,26,Male,Married,Research & Development,Research Scientist,3,1,Other,Travel_Rarely,No
E100919,34,Male,Married,R&D,Research Scientist,9,1,Medical,Travel_Rarely,No
E100920,26,Female,Married,sales ,Manager,3,2,Medical,Travel_Frequently,Yes
E100921,28,Male,Married,Research & Development,Laboratory Technician,11,3,Technical Degree,Travel_Rarely,No
E100922,32,Male,Married,Research & Development,Manufacturing Director,12,3,Technical Degree,Travel_Rarely,No
E100923,41,Male,Married,human resources,Human Resources,12,1,Life Sciences,Travel_Rarely,No
E100924,55,Male,Divorced,SALES,Sales Executive,3,2,Medical,Travel_Rarely,No
E100925,52,Female,Single,research & development ,Research Scientist,21,1,Life Sciences,Travel_Rarely,No
E100926,47,Male,Married,R&D,Manager,7,5,Life Sciences,Travel_Rarely,No
E100927,48,Male,Divorced,research & development ,Manufacturing Director,14,3,Human Resources,Travel_Rarely,No
E100928,22,Female,Divorced,sales ,Manager,24,4,Other,Travel_Rarely,Yes
E100929,31,Female,Divorced,HR,Manager,28,1,Marketing,Travel_Rarely,Yes
E100930,28,Female,Married,research & development ,Research Scientist,11,5,Medical,Travel_Frequently,No
E100931,26,Male,Single,Research & Development,Laboratory Technician,7,3,Technical Degree,Non-Travel,No
E100932,51,Male,Married,Sales,Sales Executive,25,2,Technical Degree,Travel_Frequently,Yes
E100933,29,Female,Married,research & development ,Laboratory Technician,21,3,Marketing,Travel_Rarely,No
E100934,52,Female,Married,research & development ,Research Scientist,10,2,Medical,Travel_Rarely,No
E100935,52,Male,Married,Sales,Manager,11,2,Technical Degree,Travel_Rarely,No
E100936,18,Male,Divorced,sales ,Sales Representative,15,1,Technical Degree,Travel_Frequently,Yes
E100937,57,Male,Married,R&D,Laboratory Technician,19,1,Human Resources,Travel_Rarely,No
E100938,39,Female,Divorced,SALES,Sales Executive,16,3,Life Sciences,Travel_Frequently,No
E100939,46,Male,Married,SALES,Sales Representative,22,5,Technical Degree,Travel_Rarely,Yes
